Pappa Umanath,Politician,8/5/1931,India
Anju Chadha,Biologist,,India
Dakshayani Velayudhan,Politician,7/4/1912,India
Nyari Welly,Politician,10/2/1945,India
Sulabha Panandikar,Academic,4/9/1904,India
Zoya Afroz,Model,1/10/1994,India
Shyama Singh,Politician,11/26/1942,India
Dil Kumari Bhandari,Politician,5/14/1949,India
Vijayalakshmy K. Gupta,Politician,12/26/1951,India
Ashitha,Translator,4/5/1956,India
Nikita Anand,Actor,1/1/1983,India
Amyra Dastur,Actor,5/7/1993,India
Sushila Tiriya,Politician,2/6/1956,India
Radha Bartake,Actor,1/1/1959,India
Reena,Actor,3/14/1958,India
Avnita Bir,Economist,10/31/1957,India
Nivedita Sambhajirao Mane,Politician,4/11/1963,India
Vidisha,Actor,4/28/1986,India
Bhavana,Actor,1975-00-00,India
Sheeba Chaddha,Actor,1/1/1973,India
Gurleen Chopra,Actor,12/30/1990,India
Neha Gehlot,Actor,,India
Meenal,Actor,11/18/1985,India
Shobha Mohan,Actor,2/7/1969,India
Manasy Veetinal,Actor,,India
Nandini Rai,Actor,9/18/1988,India
Archana Sharma,Actor,1991-00-00,India
Deepa Parab,Actor,10/31/1972,India
Ihana Dhillon,Actor,8/18/1989,India
Elena Kazan,Actor,,India
Radhe Maa,Guru,4/4/1965,India
Soorya,Actor,,India
Laishram Sarita Devi,Boxer,3/1/1985,India
Riva Bubber,Actor,7/15/1980,India
Kala,Dancer,2/5/1971,India
Sunita Rajwar,Television Actor,11/6/1969,India
Vishakha N. Desai,Writer,5/1/1949,United States Of America
Suman Rawat,Athletics Competitor,3/6/1961,India
Shruti Choudhry,Politician,10/3/1975,India
Simple Gogoi,Film Director,8/1/1976,India
Amrapali Gupta,Actor,12/19/1988,India
Mitakshara Kumar,Filmmaker,1/27/1984,India
Yamini Reddy,Dancer,9/1/1982,India
Manisha Gulyani,Dancer,9/14/1985,India
Namrata Rai,Choreographer,11/27/1984,India
Haripriya,Actor,10/29/1991,India
Nehalaxmi Iyer,Actor,1/1/1990,India
Nanditha Raj,Actor,8/30/1994,India
Janani Bharadwaj,Actor,6/30/1989,India
Riya Vij,Actor,12/14/1998,India
வர்ஷா,Actor,,India
விபா நடராஜன்,Actor,,India
Balabhadrapatruni Ramani,Writer,8/26/1964,India
Rajasree,Actor,8/31/1945,India
Bandana Kumari,Politician,3/11/1974,India
Jonita Gandhi,Singer,10/23/1990,India
Chithra,Actor,2/25/1965,India
Pallavi Gupta,Actor,1990-00-00,India
Lakshmi Hebbalkar,Politician,,India
Sparsh Khanchandani,Actor,10/11/2000,India
Pramila Prava Minz,Rower,11/15/1992,India
Arpita Mukherjee,Actor,,India
Oorvazi Irani,Film Director,1/29/1977,India
Malavika Nair,Actor,1/1/1999,India
Jashoda Parmar,Politician,,India
Malini Parthasarathy,Journalist,8/15/1959,India
Soumya Rai,Dancer,,India
Srishti Rana,Model,2/9/1992,India
Savitri Thakur,Politician,6/1/1978,India
Shakuntala Nayar,Politician,1/1/1926,India
Mamta Sodha,Handball Player,11/1/1979,India
Rehana Khatoon,Academic,8/30/1948,India
Suchita Trivedi,Actor,9/20/1976,India
Preeti Singh,Novelist,10/26/1971,India
Ved Kumari Ghai,Sanskrit Scholar,12/16/1931,British India
Poonam Sagar,Actor,,India
Surabhi,Actor,12/7/1993,India
Soundarya Jayamala,Actor,1/1/1990,India
Kanchanmala Pande,Swimmer,12/31/1990,India
Nimisha Vakharia,Actor,12/31/1969,India
Kanak Kumari,Politician,,India
Zeenal Kamdar,Actor,,India
Srishty Rode,Actor,9/24/1991,India
Rishika Singh,Actor,,India
Pramila Nesargi,Lawyer,3/25/1938,India
Kamala Selvaraj,Gynaecologist,8/21/1959,India
Raksha Khadase,Politician,5/13/1987,India
Sushmita Dev,Politician,1/1/1976,India
Priyamvada Kant,Actor,1/1/1990,India
Mona Bhan,Anthropologist,,India
Alaka Sahani,Journalist,1974-00-00,India
Pragya Yadav,Actor,6/29/1990,India
Jyoti Hegde,Musician,,India
Reela Hota,Choreographer,4/24/1974,India
Meenakshi Mukherjee,Essayist,8/3/1937,India
Vaninder Kaur Loomba,Politician,1/1/1969,India
K Sararswati Vidyardhi,Singer,5/1/1963,India
Jasveer Kaur,Actor,6/16/1968,India
Rakhshanda Jalil,Journalist,7/21/1963,India
Pankaja Munde,Politician,7/26/1979,India
Uma Nehru,Politician,1884-03-08,India
Aditi Sajwan,Actor,2/12/1988,India
Sumitra Devi,Politician,1/1/1922,India
Alisha Dash,Actor,9/13/1993,India
Deepa Malik,Athlete,9/30/1970,India
E.K.Sheeba,Writer,8/20/1975,India
Shashi Panja,Politician,1/1/1963,India
Nikitha Narayan,Actor,5/19/1990,India
Nandita Roy,Film Director,4/3/1955,India
Renu Chakravartty,Politician,10/21/1917,India
Neelam Kler,Physician,,India
Shilpi Sharma,Actor,3/1/1991,India
Shushila Likmabam,Judoka,2/1/1995,India
Vinduja Menon,Actor,,India
Khumukcham Sanjita Chanu,Weightlifter,1/2/1994,India
Anna M.M. Vetticad,Journalist,10/6/1975,India
Jhannabi Goswami,Activist,9/16/1976,India
Manju Basu,Politician,1953-00-00,India
Ambili,Singer,,India
Gitanjali Rao,Artist,1972-00-00,India
Gail Nicole Da Silva,Model,2/6/1993,India
Prabhat Nalini Das,Academic,12/19/1927,India
Laxmi Agarwal,Activist,6/1/1990,India
Tilottama Majumdar,Writer,1/11/1966,India
Parveen Talha,Academic,,India
Jasleen Dhamija,Art Historian,1933-00-00,India
Loveleen Kaur Sasan,Actor,7/16/1990,India
Indrani Bose,Physicist,8/15/1951,India
Rupashree Mohapatra,Dancer,,India
Sana Makbul,Actor,1/1/1993,India
Udaya Tara Nayar,Film Critic,8/15/1947,India
Saroj Chooramani Gopal,Surgeon,7/25/1944,India
Thara Kalyan,Actor,11/1/1967,India
Poojitha Menon,Model,6/29/1988,India
Alka Kaushal,Actor,9/2/1969,India
Dipika Sanjay Chavan,Politician,,India
Riya Pillai,Badminton Player,10/10/1994,India
Shreya Jaydeep,Singer,11/5/2005,India
Praniti Shinde,Politician,12/9/1981,India
Vadavati Sharada Bharath,,,India
Chumki Chowdhury,Actor,2/6/1970,India
Gayatri,Actor,1960-00-00,India
Srimathumitha,Singer,,India
Reet Sharma,Actor,2/12/2005,India
Jeelani Bano,Poet,7/14/1936,India
Minati Mohapatra,Track Cyclist,,India
Shahina Ek,Writer,6/29/1978,India
Surekha Yadav,Train Driver,9/2/1965,India
Rekha Gupta,Politician,,India
Seerat Kapoor,Actor,4/3/1993,India
Prayaga Martin,Actor,5/18/1995,India
Padmavathy Ananthagopalan,Musician,7/12/1934,India
Atishi Marlena,Politician,6/8/1981,India
Krishna Kalle,Composer,1941-00-00,India
Anurupa Roy,Puppeteer,3/10/1977,India
Kirthiga Reddy,Businessperson,1972-00-00,India
Ritu Varma,Actor,3/10/1990,India
Perneet Chauhan,Actor,,India
Kuyili,Actor,6/14/1961,India
Kiran Shekhawat,Military Officer,5/1/1988,India
Kanaka,Actor,6/30/1968,India
Vandana Tete,Writer,,India
Meera Vasudevan,Actor,1/1/1982,India
Ruhanika Dhawan,Actor,9/25/2007,India
Abha Parmar,Actor,1/1/1963,India
Savita Prabhune,Actor,,India
Sunith Thakur,Judoka,9/10/1970,India
Lila Ramkumar Bhargava,Academic,1920-00-00,India
Suryadevara Rajyalakshmamma,,5/18/1914,India
Roma Manek,Actor,,India
Vinutha Lal,Actor,5/13/1990,India
Shanta Apte,Film Actor,1916-00-00,British India
Neyha Sharma,Actor,,India
Mary Poonen Lukose,Gynaecologist,1886-08-02,India
Smriti Khanna,Actor,7/6/1990,India
Smita Roy,,,India
Sreelakshmy Govardhanan,Dancer,6/1/1980,India
Suniti Solomon,Physician,1/1/1938,India
Aruna Kori,Politician,3/15/1973,India
Lily Chakravarty,Film Actor,8/8/1941,India
Pooja Sawant,Actor,1/25/1990,India
Ananya Sritam Nanda,Singer,,India
Jasmine Avasia,Actor,7/28/1989,India
Poonam Narula,Actor,6/3/1976,India
Saarah Hameed Ahmed,Aircraft Pilot,4/22/1989,India
Vindhya Tiwari,Actor,11/22/1989,India
Asha Thomas,Entomologist,,India
Arath Raghavan Sudha Devi,Carcinologist,,India
Shanti Devi,Social Worker,4/18/1934,India
Saroj Dubey,Politician,9/5/1938,India
Sakshi Agarwal,Actor,7/20/1990,India
Vidyavati,Journalist,9/15/1939,India
Leena Kapoor,Actor,4/8/1994,India
Prasanna Earnest,Politician,1964-00-00,India
Riythvika,Actor,1/7/1992,India
Sailaja Pujari,Weightlifter,6/12/1982,India
Gyanmati,Nun,10/22/1934,India
Tridha Choudhury,Actor,11/22/1989,India
Nancy Jennifer,Actor,7/20/1988,India
Sabitri Heisnam,Actor,1/5/1946,India
Ishaara Nair,Actor,1990-00-00,India
Balinder Johal,Actor,,India
Nikhita Gandhi,Playback Singer,10/2/1991,India
Shakuntala Baliarsingh,Writer,2/18/1948,India
Chonira Beliappa Muthamma,Diplomat,1924-00-00,India
Rohini Nilekani,Author,1960-00-00,India
Veena Sikri,,1948-00-00,India
Ishita Raj Sharma,Actor,2/8/1990,India
Baljinder Kaur,Actor,,India
Tejasswi Prakash,Actor,6/10/1992,India
Amrita Rawat,Politician,8/10/1958,India
Vijaya Melnick,Biologist,11/19/1937,India
Ajitha Jayarajan,Politician,10/2/1965,India
Manasi Naik,Actor,2/2/1987,India
Chaudhary Manisha Ashok,Politician,,India
Eliza Nelson,Field Hockey Player,9/27/1956,India
P. Aisha Potty,Politician,5/31/1958,India
Sneh Rana,Cricketer,2/18/1984,India
Rubina,,3/22/1984,India
Charu Asopa,Actor,1/1/1991,India
K. S. Saleekha,Politician,6/15/1961,India
Palak Kour Bijral,Rhythmic Gymnast,11/15/1996,India
Jayaben Shah,Politician,10/1/1922,India
Gongidi Suntiha Mahender Reddy,Politician,8/16/1969,India
Pooja Jhaveri,Actor,,India
Raell Padamsee,Actor,,India
Anu Joseph,Actor,5/23/1978,India
Sukriti Kakar,Playback Singer,5/8/1995,India
Bharati Ray,,7/26/1934,India
Papri Ghosh,Actor,7/27/1994,India
Anuja Trehan Kapur,Academic,10/24/1975,India
Vidhya Mohan,Actor,4/12/1980,India
Ankita Gupta,Entomologist,,India
Kreatika Singer,Actor,,India
Rukhmabai,Physician,1864-11-22,India
Suprabha Devi,Film Director,12/24/1938,India
Sharada Dwivedi,Author,1942-00-00,India
गौरी सुखटणकर,Actor,,India
Checha Davies,Academic,1898-00-00,India
C A Bhavani Devi,Fencer,8/27/1993,India
Priti Sengupta,Poet,5/17/1944,India
Sudhira Das,Engineer,3/8/1932,India
Aditi Ashok,Golfer,3/29/1998,India
Anushka Ranjan,Actor,10/1/1990,India
Namita Toppo,Field Hockey Player,6/4/1995,India
Amrita Jash,Researcher,2000-00-00,India
Preeti Dubey,Field Hockey Player,6/13/1998,India
Vaishnavi Sundar,Academic,6/8/1986,India
Deep Grace Ekka,Field Hockey Player,6/3/1994,India
Annie Shekhar,Politician,,India
Roshmitha Harimurthy,Model,8/13/1994,India
Nitya Mehra,Film Director,,India
Ishita Roy,Politician,,India
Golma Devi Meena,Politician,11/3/1949,India
Shraddha Srinath,Actor,9/29/1990,India
Thokchom Umapati Devi,Association Football Player,3/10/1994,India
Supriya Routray,Association Football Player,6/12/1990,India
Sukirtharani,Author,1973-00-00,India
Aneri Vajani,Actor,3/26/1994,India
Betu Singh,Lgbtiq+ Rights Activist,11/25/1964,India
Anitha Thampi,Translator,1968-00-00,India
Rasika Raje,Badminton Player,9/27/1995,India
Sanjana Santosh,Badminton Player,3/2/1997,India
Poonam Singar,Actor,,India
Nuzhat Parween,Cricketer,5/9/1996,India
Roshen Dalal,Historian,1/1/1952,India
Mitali Roy,Politician,,India
Mallika Dua,Actor,7/17/1989,India
Protiva Mukherjee,Politician,1/1/1934,India
Sanju Yadav,Association Football Player,12/9/1997,India
Pundlik Hari Danve,Politician,,India
Diksha Panth,Actor,12/21/1987,India
Mridula Jadeja,Cricketer,1/6/1991,India
Yamini Singh,Actor,3/20/1971,India
Sanya Malhotra,Actor,2/25/1992,India
Shakuntla Khatak,Politician,,India
Mita Nag,Musician,1/2/1969,India
Susmita Bagchi,Writer,9/25/1960,India
Kinjal Dave,Singer,,India
Manju Shekhavat,Amateur Wrestler,12/28/1984,India
Kamlesh Devi,Amateur Wrestler,11/10/1984,India
Kamini Yadav,Amateur Wrestler,8/20/1984,India
Kunti Singh,Politician,,India
Monalisa Jena,Writer,12/10/1963,India
Barnali Hota,Singer,,India
Upasna Mohapatra,Politician,6/20/1996,India
Leena Mohanty,Dancer,,India
Dina Nath,Politician,,India
Anita Bhadel,Politician,12/23/1972,India
Minal Rohit,Scientist,,India
Prachi Thakker,Actor,4/14/1964,India
Pratibha Shukla,Politician,4/20/1960,India
Swati Singh,Politician,8/1/1978,India
Debajani,Actor,,India
Parvathy Nambiar,Actor,,India
Anubha Gupta,Actor,1930-00-00,India
Vasubahen,Writer,3/23/1924,India
Gita Mittal,Academic,12/9/1958,India
Begum Tabassum Hasan,Politician,12/25/1970,India
Sailarani Mishra,Writer,1932-00-00,India
Alka Rai,Politician,,India
Aryamba Pattabhi,Academic,3/12/1936,India
Prakashi Tomar,,1/1/1937,India
Man Kaur,Athlete,3/1/1916,India
Manelly Zepeda,Actor,,India
Jai Devi,Politician,1/1/1965,India
Vedammal,Politician,,India
Isha Keskar,Actor,11/11/1991,India
Indira Banerjee,Judge,9/24/1957,India
Amruta Patil,Writer,4/19/1979,India
Pratijna Devi,Writer,1901-00-00,India
Pankhuri Awasthy,Actor,3/31/1991,India
Ginni Mahi,Singer,1999-00-00,India
Aditi Gupta,,2000-00-00,India
Abburi Kamala Devi,Actor,1925-00-00,India
Anita Basu,Political Activist,11/11/1932,British India
హారిక,Actor,1/1/1989,India
Dr. Charnjeet Kaur,Professor,1960-00-00,India
Harshida Raval,Singer,1901-00-00,India
Mitali Madhumita,Military Officer,,India
Sanyogita Rane,Politician,8/20/1923,India
Himashree Roy,Sprinter,1/1/1995,India
Liksy Joseph,Heptathlete,2/17/1990,India
Reshma Patel,Politician,4/6/1985,India
Vidyut Gore,Horticulturist,12/6/1976,India
Shalini Pandey,Actor,9/23/1993,India
Gauri Lankesh,Journalist,1/29/1962,India
Sohm Kapila,Actor,1983-00-00,India
Avelin Mary,Marine Biologist,3/20/1943,India
Apurva Purohit,Business Executive,10/3/1966,India
Archana Nayak,,7/16/1947,India
Suchitra Sebastian,Physicist,2000-00-00,India
Hiranmayee Mishra,Writer,6/2/1978,India
Gitanjali Samantaray,Association Football Player,,India
Shashank Manjari,Politician,1899-06-20,India
Nirupama Rath,Writer,1925-00-00,India
Girja Kumari,Politician,,India
Hedwig Rego,Politician,10/16/1937,India
Sushila Rani Patel,Singer,1918-00-00,India
Kalyani Menon,Playback Singer,1/1/1951,India
Meena Dhanda,Academic,11/23/1959,United Kingdom
Padmashree Kudumula,Politician,1/1/1961,India
Vijaya Kumari Ganti,Politician,,India
Abhaya Hiranmayi,Playback Singer,5/24/1989,India
Avantika Khatri,Actor,11/20/1987,India
Akshaya Alshi,Beauty Pageant Contestant,5/15/1996,India
Purabi Mukhopadhyay,Politician,7/7/1923,India
Magunta Parvathamma,Politician,1/1/1947,India
Ramya Sreenivasan,Academic,1/1/1966,India
Vasundhara Tewari Broota,Artist,1/1/1955,India
Anarkali Marikar,Actor,2/8/1997,India
Sushila Chain Trehan,Freedom Fighter,7/1/1923,India
Riya Subodh,Actor,,India
Shivani Rangole,Actor,10/28/1995,India
Lakshman Singh Jayanthi,Kabaddi Player,,India
Jenny Sandison,Tennis Player,1910-00-00,India
Lakshmi Mahadevan,Tennis Player,,India
V. Tejeswini Bai,Kabaddi Player,,India
Gayatri Chatterjee,Film Critic,1/1/1950,India
Dr. Madhu Gupta,Politician,,India
Munia Ganguli,Biochemist,,India
Malika Askari,Actor,,India
Pooja Sharma,Kabaddi Player,1/1/1984,India
శ్రీజ సాధినేని,Actor,7/29/1984,India
Lakshmikutty,Healer,1943-00-00,India
Kavita,Kabaddi Player,1/1/1987,India
Divya Shah,Actor,9/3/1994,India
Pramila Joshai,Actor,,India
Pinki,Amateur Wrestler,8/10/1996,India
Radhika Nair,Model,7/4/1991,India
Taniya Bhatia,Cricketer,11/28/1997,India
Manisha,Amateur Wrestler,,India
Nowhera Shaik,Businessperson,9/21/1973,India
କନକଲତା ମହାନ୍ତି,Novelist,,India
Rima Ramanuj,Actor,,India
Misha Grewal,Squash Player,5/23/1970,India
Muskan Kirar,Archer,1/1/2001,India
Daroji Eramma,Performing Artist,1930-00-00,India
Asha Kasliwal,Physician,,India
Varsha Nair,Artist,1957-00-00,India
Sutirtha Mukherjee,Table Tennis Player,10/10/1995,India
Saraswati Rout,Athlete,6/10/1995,India
Pallavi Raju,Actor,8/14/1991,India
Indu Mishra,Writer,5/1/1957,India
Indira Gurbaxani,Economist,4/13/1961,India
Tumpa Ghosh,Actor,11/18/1993,India
Nikita,Actor,,India
Harveen Srao,,1986-00-00,India
Gali Saraswathamma,Politician,,India
Miani D Shira,Politician,,India
Jagmati Sangwan,Politician,1/2/1960,India
Meena Seshu,Human Rights Activist,3/24/1962,India
Thankamani Kutty,Dancer,,India
Noorjehan Razack,Politician,12/25/1939,India
Sangeeta Phogat,Amateur Wrestler,3/5/1998,India
Jamuna Boro,Boxer,5/7/1997,India
Arishfa Khan,Actor,4/3/2003,India
Mira Rajput,Celebrity,9/7/1994,India
Anisha Sharma,Actor,,India
Nidhi Goyal,Stand-Up Comedian,9/21/1985,India
Nidhi Shah,Actor,,India
Sweta Shervegar,Sailor,11/12/1990,India
Harini Nagendra,Researcher,1972-00-00,India
Abhilasha Kumari,Lawyer,2/23/1956,India
Archana Suseelan,Actor,10/6/1989,India
Suriya Loganathan,Athletics Competitor,7/7/1990,India
Meenakshi Chaudhary,Model,1997-00-00,India
Pallavi Sharma,Actor,3/5/1992,India
Lovlina Borgohain,Boxer,10/2/1997,India
Priyanka Jawalkar,Actor,11/12/1992,India
Mridula Jaiswal,,,India
Nayanthara Chakravarthy,Actor,1/1/2002,India
Ashmita Karnani,Actor,9/29/1980,India
Basant Kumari Debi,Writer,3/12/1931,India
Karishma Wadkar,Kabaddi Player,1/19/1990,India
Sofia Alam,Actor,,India
Menaka Guruswamy,Lawyer,11/27/1974,India
Milena Salvini,Dancer,,India
Krishna Agrihotri,Novelist,1/1/1934,India
Baljinder Kaur,,1986-00-00,India
Surama Padhy,Politician,12/29/1960,India
Sanchita Mohanty,Politician,9/17/1958,India
Premalata Mohapatra,Politician,7/15/1950,India
Bijayalaxmi Sahoo,Politician,11/9/1948,India
Anandamanjari Debi,Politician,11/1/1924,India
Kiran Lekha Mohanty,Politician,1926-00-00,India
Sairindri Nayak,Politician,7/1/1929,India
Sudhansumalini Ray,Politician,6/15/1925,India
Ajaita Shah,Business Executive,,India
Chinmayi Arun,Academic,,India
Purnima Das Verma,Actor,1933-00-00,India
Indrani Mukherjee,Singer,1/25/1974,India
Sulochana Das,Writer,1/1/1949,India
Alisha Singh,Dancer,5/5/1991,India
Gomathi Marimuthu,Athletics Competitor,2/8/1989,India
Sonali Chakravarti Banerjee,Professor,,India
Ranjeeta Koli,Politician,5/9/1979,India
Priya Anand,Actor,,India
Payal Nair,Actor,,India
K. V. Ushashri Charan,,7/16/1976,India
Geeta Rabari,Singer,12/31/1996,India
Garima Singh Rathore,Television Actor,3/24/1992,India
Amritha Aiyer,Actor,5/14/1994,India
Priya Balasubramaniam,Engineer,1/1/1972,India
Saiee Manjrekar,Actor,8/29/1998,India
Menaka P P Bora,,10/2/1979,India
Arya Rothe,Film Director,,India
Ashnoor Kaur,Actor,5/4/2004,India
Jaskaur Meena,Politician,1/1/1947,India
Arpita Ghosh,Politician,7/10/1966,India
Killi Krupa Rani,Politician,11/19/1965,India
Usha Chaumar,Social Worker,1/1/1978,India
Mandy Debbarma,Model,11/18/1992,India
Janvi Turakhia,Personal Stylist,,India
Kanaklata Devi,Politician,9/30/1909,India
Urmi Basu,Activist,,India
Bharti Kashyap,Ophthalmologist,5/15/1967,India
Sunaina Sunaina,Weightlifter,4/20/1980,India
Shailaja Pujari,,6/12/1982,India
Dimple Hayathi,Actor,8/21/1998,India
Rhea Mazumdar Singhal,Entrepreneur,1980-00-00,India
Rajani Rajak,Singer,,India
Asha Karami,Poet,,Kingdom Of The Netherlands
Akanksha Deo Sharma,Designer,1/1/1992,India
Meena Sharma,Journalist,,India
Basanti Devi,Environmentalist,,India
Monisha Kaltenborn,Lawyer,5/10/1971,India
Asima Chatterjee,Chemist,9/23/1917,British India
Katrina Kaif,Model,7/16/1983,United Kingdom
Priya Raman,Actor,9/14/1974,India
Sonia Deepti,Actor,7/29/1984,India
Vaibhavi Merchant,Dancer,12/17/1975,India
Farida Jalal,Film Actor,3/14/1949,India
Ayesha Takia,Model,4/10/1986,India
Jyoti Amge,Actor,12/16/1992,India
Priyanka Chopra,Beauty Pageant Contestant,7/18/1982,India
Karthika,Actor,,India
Philomina,Actor,1926-00-00,India
Lara Dutta,Model,4/16/1978,India
Harini Ravi,Actor,12/20/1994,India
Celina Jaitly,Actor,11/24/1981,India
Nirmala Srivastava,Yoga Instructor,3/21/1923,India
Sridevi,Actor,8/13/1963,India
Gurumayi Chidvilasananda,Writer,6/24/1955,India
Anushka Shetty,Actor,11/7/1981,India
Taruni Sachdev,Model,5/14/1998,India
Tara Devi,Singer,1/15/1945,India
Jayshree Gadkar,Actor,2/21/1942,India
Aparna Balan,Badminton Player,8/9/1986,India
Ami Ghia,Badminton Player,12/8/1956,India
Karen David,Film Actor,4/15/1979,Canada
Aruna Asaf Ali,Politician,7/16/1909,India
Rukmini Devi Arundale,Politician,2/29/1904,India
Medha Patkar,Social Worker,12/1/1954,India
Eesha Koppikhar,Actor,9/19/1976,India
Vijaya Lakshmi Pandit,Politician,8/18/1900,British India
P. V. Sindhu,Badminton Player,7/5/1995,India
Nandini Satpathy,Politician,6/9/1931,India
Smita Patil,Film Actor,10/17/1955,India
Jhumpa Lahiri,Novelist,7/11/1967,United States Of America
Dia Mirza,Model,12/9/1981,India
Sharmila Tagore,Film Actor,12/8/1944,India
Divya Dutta,Actor,9/25/1977,India
Sheela,Actor,3/22/1942,India
Mahi Gill,Actor,12/19/1975,India
Renuka Chowdhury,Politician,8/13/1954,India
Suhasini Maniratnam,Film Actor,8/15/1961,India
Patience Cooper,Actor,1/1/1905,India
Eesha Karavade,Chess Player,11/21/1987,India
Moushumi Bhowmik,Singer,1/1/1964,India
Kamala Surayya,Poet,3/31/1934,India
Honey Irani,Actor,1/17/1950,India
Bindu De Stoppani,Actor,12/19/1976,India
Sheela Patel,Architect,1/1/1952,India
Damayanti Tambay,Badminton Player,5/2/1948,India
Vidya Malvade,Actor,3/2/1972,India
Chandrakanta,Writer,1/1/1938,India
Manorama,Film Actor,8/16/1926,British India
Sonali Kulkarni,Actor,11/3/1974,India
Helen Mary,Field Hockey Player,3/14/1977,India
Moon Moon Sen,Actor,3/28/1948,India
Masumeh Makhija,Film Actor,10/10/1984,India
Sumalata,Actor,8/27/1963,India
Krishna Ahooja-Patel,Trade Unionist,1/1/1929,India
Shoba,Actor,9/23/1962,India
Meher Pestonji,Journalist,9/19/1946,India
Priya Anjali Rai,Pornographic Actor,12/25/1977,India
Kaviyoor Revamma,Singer,4/14/1930,India
Jyotsna Radhakrishnan,Singer,9/5/1986,India
Shreya Ghoshal,Singer,3/12/1984,India
Shipra Bhattacharya,Painter,1/1/1954,India
Rameshwari Nehru,Social Worker,1886-01-01,British India
Geeta Bali,Actor,1/1/1930,India
Sunder Deodhar,Badminton Player,1925-00-00,India
Sunetra Gupta,Epidemiologist,3/15/1965,India
Teji Bachchan,Activist,8/12/1914,British India
Khandro Rinpoche,Bhikkhuni,8/19/1967,India
Sameera Reddy,Actor,12/14/1978,India
Mandira Bedi,Television Presenter,4/15/1972,India
Moushumi Chatterjee,Actor,4/26/1953,India
Cornelia Dorabuji,Lawyer,1866-11-15,British India
Parvathy Omanakuttan,Actor,12/20/1987,India
Saroj Pathak,Writer,6/1/1929,India
Ann Firbank,Actor,1/9/1933,India
Alka Saraogi,Novelist,1/1/1960,India
Aruna Sairam,Singer,5/12/1960,India
Bharti Kher,Sculptor,1/1/1969,India
Ismat Chughtai,Writer,8/21/1911,India
Sunitha Upadrashta,Actor,5/10/1978,India
Nazriya Nazim,Actor,12/20/1994,India
Mumtaz,Actor,7/31/1947,India
M. A. Prajusha,Athletics Competitor,5/20/1987,India
Kanishtha Dhankar,Model,9/21/1988,India
Shakuntala Devi,Mathematician,11/4/1929,India
Vimala Devi,Writer,1/1/1932,Portugal
Rakhee Gulzar,Actor,8/15/1947,India
Brinda Karat,Politician,10/17/1947,India
Swarn Lata Sharma,Academic,12/10/1952,India
Mrinal Gore,Politician,6/24/1928,India
Ananya,Actor,3/29/1987,India
Tessy Thomas,Aerospace Engineer,4/1/1963,India
Sowcar Janaki,Actor,12/12/1931,India
Anagha Deshpande,Cricketer,11/19/1985,India
Prashanthini,Singer,1983-00-00,Malaysia
Snehal Pradhan,Cricketer,3/18/1986,India
Priyanka Roy,Cricketer,3/2/1988,India
Rumeli Dhar,Cricketer,12/9/1983,India
Saranya Ponvannan,Actor,4/26/1970,India
Amala Akkineni,Actor,9/12/1968,India
Tanushree Dutta,Actor,3/19/1984,India
Usha Uthup,Actor,11/8/1947,India
Asha Parekh,Actor,10/2/1942,India
Balamani Amma,Author,7/19/1909,India
Nanda,Actor,1/8/1939,India
Archana Puran Singh,Actor,3/26/1962,India
Menaka,Actor,1/1/1963,India
Nirupama Rao,Diplomat,12/6/1950,India
Monica Bedi,Actor,1/18/1975,India
Vishakha Singh,Film Producer,5/5/1987,India
Ananya Khare,Actor,3/16/1968,India
Annie Mascarene,Politician,6/6/1902,India
Roopa Ganguly,Actor,11/25/1966,India
Jayanthi Natarajan,Politician,6/7/1954,India
Yamuna Kachru,Linguist,3/5/1933,India
Juhi Parmar,Television Presenter,12/14/1980,India
Nadira Babbar,Actor,1/20/1948,India
Durga Khote,Actor,1/14/1905,British India
Miss Pooja,Singer,12/4/1980,India
Priyadarshini Pradhan,Actor,1968-00-00,India
Anita Dube,Painter,1/1/1958,India
Manasvi Mamgai,Model,10/10/1987,India
Ushoshi Sengupta,Model,7/30/1988,India
Koel Purie,Actor,11/25/1978,India
Kavita Seth,Singer,9/14/1970,India
Aanchal Munjal,Actor,5/13/1997,India
Aditi Shankardass,Neuroscientist,,India
Advani Lakshmi Devi,Actor,,India
Poonam Pandey,Model,3/11/1991,India
Alarmel Valli,Choreographer,8/14/1956,India
Ammu Swaminathan,Politician,1894-04-22,India
Amrita Hunjan,Singer,6/25/1984,India
Anaka Alankamony,Squash Player,7/10/1994,India
Amla Ruia,Activist,,India
Angana Bose,Actor,,India
Ananya Chatterjee,Actor,1/16/1977,India
Anjali Sharma,Cricketer,12/12/1956,India
Annu Raj Singh,Sport Shooter,2/17/1984,India
Anita Kanwal,Actor,4/9/1954,India
Anjali Lavania,Actor,5/15/1985,India
Anjali Menon,Film Director,1979-00-00,India
Anjori Alagh,Actor,5/20/1981,India
Anisa Sayyed,Sport Shooter,9/22/1980,India
Anna Singh,Fashion Designer,,India
Anu Aga,Politician,8/3/1942,India
Anuradha,Actor,1/1/1960,India
Anuradha Roy,Writer,1/1/1967,India
Anuradha Biswal,Athletics Competitor,1/1/1975,India
Anuradha Choudhary,Politician,8/29/1960,India
Aparajita Ghosh Das,Actor,1983-09-00,India
Anwesha Datta Gupta,Singer,12/15/1993,India
Anupriya Patel,Politician,4/28/1981,India
Anurita Rai,Dancer,4/20/1986,India
Anusuiya Uikey,Politician,4/10/1957,India
